brand,product_name,clothing_type,fabric_composition,fiber_json,most_dominant_fiber,fs_bio_share,fs_biodeg_tier,source,country_of_brand,scraped_url,scraped_at,origin
Memo,Regular Fit Short Sleeve Shirt with Hidden Placket,shirt,Highlights Fit: Regular Design Detail: Hidden Placket Fabric: Plain Weave Material Composition: 100% Cotton Model's Body Measurements Height: 6'0 Chest: 37 Waist: 30 Hips: 34 Model wears Large Product,"{""cotton"": 100.0}",cotton,100.0,high,philippine,PH,https://www.memofashion.com/products/regular-fit-short-sleeve-shirt-with-hidden-placket-994437,2026-06-26T04:51:39.964339,api
Memo,Pinstripe Short Sleeve Shirt,shirt,Highlights Fit: Regular Design Detail: Stripes Fabric: Plain Weave Material Composition: 65% Cotton 35% Polyester Model's Body Measurements Height: 6'0 Chest: 37 Waist: 31 Hips: 35 Model wears Large P,"{""cotton"": 65.0, ""polyester"": 35.0}",cotton,65.0,medium,philippine,PH,https://www.memofashion.com/products/pinstripe-short-sleeve-shirt-996123,2026-06-26T04:51:39.966088,api
Memo,Knit Cardigan,knitwear,"Highlights Fit: Regular Design Details: Flat knit fabric, Contrast sleeve cuff and collar, Contrast Buttons, Contrast placket tipping, Sleeve cuff, elbow length sleeves, Round neck Fabric: Flat Knit M","{""polyester"": 73.0, ""viscose"": 27.0}",polyester,27.0,low,philippine,PH,https://www.memofashion.com/products/knit-cardigan-994571-sand,2026-06-26T04:51:39.967263,api
Memo,Striped Panel Flat Knit Polo,polo,Highlights Fit: Regular Design Details: Contrast Stripe Panels Fabric: Flat Knit Material Composition: 70% Viscose 30% Nylon Model's Body Measurements Height: 6'0 Chest: 37 Waist: 30 Hips: 34 Model we,"{""viscose"": 70.0, ""nylon"": 30.0}",viscose,70.0,medium,philippine,PH,https://www.memofashion.com/products/striped-panel-flat-knit-polo-993269,2026-06-26T04:51:39.968434,api
Memo,Sport Fabric Polo Shirt,polo,Highlights Fit: Regular Design Detail: Bonded Seams Fabric: Plain Weave Material Composition: 88% Nylon 12% Spandex Model's Body Measurements Height: 6'0 Chest: 37 Waist: 30 Hips: 34 Model wears Large,"{""nylon"": 88.0, ""elastane"": 12.0}",nylon,0.0,low,philippine,PH,https://www.memofashion.com/products/sport-fabric-polo-shirt-996447,2026-06-26T04:51:39.969699,api
Memo,Extended Sleeve Shirt,shirt,"Highlights Fit: Regular Design Details: Full Button Down Placket, Extended Sleeves Fabric: Plain Weave Material Composition: Like: 97% Cotton 3% Spandex Model's Body Measurements Height: 5'7 Chest: 33","{""cotton"": 97.0, ""elastane"": 3.0}",cotton,97.0,high,philippine,PH,https://www.memofashion.com/products/extended-sleeve-shirt-993680-midnight-navy,2026-06-26T04:51:39.970716,api
Memo,Harrington Work Jacket,jacket,Highlights Fit: Regular Design Detail: Full-Zip front Fabric: Twill Weave (Fine Twill) Material Composition: 100% Polyester Model's Body Measurements Height: 6'0 Chest: 37 Waist: 30 Hips: 34 Model wea,"{""polyester"": 100.0}",polyester,0.0,low,philippine,PH,https://www.memofashion.com/products/harrington-work-jacket-994382-khaki,2026-06-26T04:51:39.971875,api
Memo,Y-Neck Polo with Tipping,polo,Highlights Fit: Regular Design Details: Tipping Fabric: Flat Knit Material Composition: 49% Polyester 35% Viscose 16% Nylon Model's Body Measurements Height: 6'0 Chest: 37 Waist: 31 Hips: 35 Model wea,"{""polyester"": 49.0, ""viscose"": 35.0, ""nylon"": 16.0}",polyester,35.0,low,philippine,PH,https://www.memofashion.com/products/y-neck-polo-with-tipping-994476-white,2026-06-26T04:51:39.973001,api
Memo,Slim Fit Trousers,pants,Highlights Fit: Slim Design Details: Welt pockets Fabric: Plain Weave Material Composition: 98% Cotton 2% Spandex SIZE Height: Mid Rise Stretch Detail: Stretchable Model's Body Measurements Height: 6',"{""cotton"": 98.0, ""elastane"": 2.0}",cotton,98.0,high,philippine,PH,https://www.memofashion.com/products/slim-fit-trousers-994502,2026-06-26T04:51:39.989032,api
Memo,Shirt with Puff Sleeve Detail,shirt,"Highlights Fit: Regular Design Details: Stripe Woven Fabric, Gathered Sleeve, Collar, Full Body placket Fabric: Plain Weave Material Composition: 65% Cotton 35% Polyester Model's Body Measurements Hei","{""cotton"": 65.0, ""polyester"": 35.0}",cotton,65.0,medium,philippine,PH,https://www.memofashion.com/products/shirt-with-puff-sleeve-detail-994803-sand,2026-06-26T04:51:39.976550,api
Memo,Striped Seersucker Short Sleeve Shirt,shirt,Highlights Fit: Regular Design Details: Striped Seersucker Fabric: Textured Weave Material Composition: 100% Cotton Model's Body Measurements Height: 6'1 Chest: 37 Waist: 30 Hips: 37 Model wears Mediu,"{""cotton"": 100.0}",cotton,100.0,high,philippine,PH,https://www.memofashion.com/products/striped-seersucker-short-sleeve-shirt-993141,2026-06-26T04:51:40.035923,api
Memo,Pinstripe Long Sleeve Shirt,shirt,Highlights Fit: Regular Design Detail: Pinstripe Fabric: Plain Weave (Linen-blend) Material Composition: 80% Cotton 20% Linen Model's Body Measurements Height: 6'0 Chest: 37 Waist: 31 Hips: 35 Model w,"{""cotton"": 80.0, ""linen"": 20.0}",cotton,100.0,high,philippine,PH,https://www.memofashion.com/products/pinstripe-long-sleeve-shirt-995999-navy-blue,2026-06-26T04:51:39.980245,api
Memo,Textured V-Placket Polo,polo,"Highlights Fit: Regular Design Details: Textured Flat Knit fabric, Open V neckline, Extended Sleeves, Hem band Fabric: Flat Knit Material Composition: 70% Viscose 30% Polyester Model's Body Measuremen","{""viscose"": 70.0, ""polyester"": 30.0}",viscose,70.0,medium,philippine,PH,https://www.memofashion.com/products/textured-v-placket-polo-991262-sand,2026-06-26T04:51:39.981277,api
Memo,Linen Pull Up Trousers,pants,"Highlights Fit: Straight Leg Design Details: front pleats, Side slanted pockets, Straight cut fit, Gartered back, Functional zipper fly w/ button front closure Fabric: Plain Weave Material Composition","{""cotton"": 97.0, ""elastane"": 3.0}",cotton,97.0,high,philippine,PH,https://www.memofashion.com/products/linen-pull-up-trousers-993494-midnight-navy,2026-06-26T04:51:39.982492,api
Memo,Slim Fit Jeans,jeans,Highlights Fit: Slim Design Detail: Mid Wash Slim Fit Material Composition: 82% Cotton 10% Rayon 8% Polyester Waist Height: Mid Waist Model's Body Measurements Height: 6'0 Chest: 37 Waist: 31 Hips: 35,"{""cotton"": 82.0, ""rayon"": 10.0, ""polyester"": 8.0}",cotton,92.0,high,philippine,PH,https://www.memofashion.com/products/slim-fit-jeans-996185,2026-06-26T04:51:39.985226,api
Memo,Polo with Textured Collar,polo,"Highlights Fit: Regular Design Details: Flat Knit Fabric, Half Placket, Contrast Collar, Placket and Sleeve Cuff Fabric: Flat Knit Material Composition: 100% Viscose Model's Body Measurements Height: ","{""viscose"": 100.0}",viscose,100.0,high,philippine,PH,https://www.memofashion.com/products/polo-with-textured-collar-991075-cream,2026-06-26T04:51:40.019374,api
Memo,Textured Striped T-Shirt,t-shirt,Highlights Fit: Regular Design Details: Stripes Fabric: Flat Knit Material Composition: 70% Viscose 30% Polyester Model's Body Measurements Height: 6'1 Chest: 37 Waist: 30 Hips: 37 Model wears Medium ,"{""viscose"": 70.0, ""polyester"": 30.0}",viscose,70.0,medium,philippine,PH,https://www.memofashion.com/products/textured-striped-tee-992616,2026-06-26T04:51:40.119843,api
Memo,Heather T-Shirt with Neck and Hem Detail,t-shirt,Highlights Fit: Regular Design Details: Contrast color on neckband and sleeve cuff Fabric: Textured Knit Material Composition: 70% Polyester 25% Rayon 5% Spandex Model's Body Measurements Height: 6'0 ,"{""polyester"": 70.0, ""rayon"": 25.0, ""elastane"": 5.0}",polyester,25.0,low,philippine,PH,https://www.memofashion.com/products/heather-tee-with-neck-and-hem-detail-993799-sage-leaf,2026-06-26T04:51:39.992365,api
Memo,Stripe Skirt,skirt,"Highlights Fit: A-line skirt Design Details: Paneled Skirt, A-Line, Gartered back, Side Pockets Fabric: Plain Weave (Linen) Material Composition : 60% Cotton 40% Polyester Model's Body Measurements He","{""cotton"": 60.0, ""polyester"": 40.0}",cotton,60.0,medium,philippine,PH,https://www.memofashion.com/products/stripe-skirt-995096-sand,2026-06-26T04:51:39.993268,api
Memo,Stripe Button Up Shirt,shirt,"Highlights Fit: Regular Design Details: Stripe Print, Anti Peek-a-boo Button Fabric: Plain Weave Material Composition: 65% Cotton 35% Polyester Model's Body Measurements Height: 5'7 Chest: 33 Waist: 2","{""cotton"": 65.0, ""polyester"": 35.0}",cotton,65.0,medium,philippine,PH,https://www.memofashion.com/products/stripe-button-up-shirt-995110-sand,2026-06-26T04:51:39.994450,api
Memo,Textured Collar Pique Polo,polo,"Highlights Fit: Regular Design Details: Welt Pocket, Jacquard Accents Fabric: Pique Material Composition: 85% Polyester 15% Cotton Model's Body Measurements Height: 6'0 Chest: 37 Waist: 31 Hips: 35 Mo","{""polyester"": 85.0, ""cotton"": 15.0}",polyester,15.0,low,philippine,PH,https://www.memofashion.com/products/textured-collar-pique-polo-994500-sand,2026-06-26T04:51:39.996732,api
Memo,Regular Fit T-Shirt with V-Insert Detail,t-shirt,"Highlights Fit: Regular Design Details: V-insert detail on neck band, Memo side clip label Fabric: Single Jersey Material Composition: 99% Cotton 1% Spandex Model's Body Measurements Height: 6'0 Chest","{""cotton"": 99.0, ""elastane"": 1.0}",cotton,99.0,high,philippine,PH,https://www.memofashion.com/products/regular-fit-t-shirt-with-v-insert-detail-989975-black,2026-06-26T04:51:39.998349,api
Memo,Textured Knit T-Shirt,t-shirt,"Highlights Fit: Regular fit Design Details: Textured fabric Fabric: Textured Knit Material Composition: 60% Cotton, 40% Polyester Model's Body Measurements Height: 6'0 Chest: 37 Waist: 30 Hips: 34 Mod","{""cotton"": 60.0, ""polyester"": 40.0}",cotton,60.0,medium,philippine,PH,https://www.memofashion.com/products/textured-knit-t-shirt-994484,2026-06-26T04:51:39.999522,api
Memo,T-Shirt with Blanket Stitch Detail,t-shirt,"Highlights Fit: Regular Design Details: Round neck, Short Sleeves, Knit Fabric Fabric: Interlock Material Composition: 58% Cotton 34% Polyester 8% Elastane Model's Body Measurements Height: 5'7 Chest:","{""cotton"": 58.0, ""polyester"": 34.0, ""elastane"": 8.0}",cotton,58.0,medium,philippine,PH,https://www.memofashion.com/products/tee-with-blanket-stitch-detail-993723-ivory,2026-06-26T04:51:40.000704,api
Memo,Ultimate Basics Easy Fit Long Sleeve Shirt,shirt,"Highlights Fit: Slim Design Detail: Front Patch Pocket, Owl Embroidery Fabric: Poplin, Woven Material Composition: 97% Cotton 3% Elastane Model's Body Measurements Height: 6'2"" Chest: 37"" Waist: 30"" H","{""cotton"": 97.0, ""elastane"": 3.0}",cotton,97.0,high,philippine,PH,https://www.memofashion.com/products/ultimate-basics-easy-fit-long-sleeve-shirt-965020,2026-06-26T04:51:40.001961,api
Memo,Ultimate Basics Easy Wear Trousers,pants,"Highlights Fit: Skinny Design Details: Inner Drawstring and Hidden Garter Waistband Fabric: Twill Weave Material Composition: 97% Cotton, 3% Spandex Waist Height: Mid Rise Stretch Detail: Stretchable ","{""cotton"": 97.0, ""elastane"": 3.0}",cotton,97.0,high,philippine,PH,https://www.memofashion.com/products/easy-wear-essentials-skinny-fit-5-pocket-trousers-936916,2026-06-26T04:51:40.003304,api
Memo,Textured Knit Polo,polo,"Highlights Fit: Regular Design Details: Textured Flat Knit Fabric, Half Placket, Sleeve Cuff, Hem Band Fabric: Flat Knit Material Composition: 100% Viscose Model's Body Measurements Height: 5'7 Chest:","{""viscose"": 100.0}",viscose,100.0,high,philippine,PH,https://www.memofashion.com/products/textured-knit-polo-993329-sand,2026-06-26T04:51:40.048766,api
Memo,Summer Extended Sleeve Shirt,shirt,"Highlights Fit: Regular Design Details: Collar Stand, Printed Plain Weave Fabric, Full Button Down Placket, Extended Sleeve, Back Shirring Detail Fabric: Plain Weave (Textured) Material Composition: 8","{""rayon"": 80.0, ""nylon"": 20.0}",rayon,80.0,medium,philippine,PH,https://www.memofashion.com/products/summer-extended-sleeve-shirt-994180-midnight-navy,2026-06-26T04:51:40.007558,api
Memo,Soft Linen Shirt,shirt,"Highlights Fit: Regular Design Details: Button-Down Front, Short Sleeves, Pointed Flat Collar Fabric: Plain Weave Material Composition: 100% Rayon Model's Body Measurements Height: 5'7 Chest: 33 Waist","{""rayon"": 100.0}",rayon,100.0,high,philippine,PH,https://www.memofashion.com/products/soft-linen-shirt-995264-white,2026-06-26T04:51:40.008739,api
Memo,Cut and Sew Color Block T-Shirt,t-shirt,Highlights Fit: Regular Design Details: Cut & Sew Panel Fabric: Knitted Pique Material Composition: 95% Polyester 5% Spandex Model's Body Measurements Height: 6'0 Chest: 37 Waist: 31 Hips: 35 Model we,"{""polyester"": 95.0, ""elastane"": 5.0}",polyester,0.0,low,philippine,PH,https://www.memofashion.com/products/cut-and-sew-color-block-t-shirt-996141-latte-brown,2026-06-26T04:51:40.009856,api
Memo,Extended Sleeve Top with Gusset Detail,top,"Highlights Fit: Regular Design Details: Extended Sleeve, Round Neck, Knitted Sleeve Cuff, Hem Band, Armhole Gusset Fabric: Flat Knit Material Composition: 100% Viscose Model's Body Measurements Height","{""viscose"": 100.0}",viscose,100.0,high,philippine,PH,https://www.memofashion.com/products/extended-sleeve-top-with-gusset-detail-993754,2026-06-26T04:51:40.012150,api
Memo,Knit T-Shirt with Tipping,t-shirt,"Highlights Fit: Regular Design Details: Flat Knit Fabric, Contrast Tipping Details Fabric: Flat Knit Material Composition: 70% Viscose 30% Polyester Model's Body Measurements Height: 5'7 Chest: 31.5 W","{""viscose"": 70.0, ""polyester"": 30.0}",viscose,70.0,medium,philippine,PH,https://www.memofashion.com/products/knit-t-shirt-with-tipping-991523,2026-06-26T04:51:40.016079,api
Memo,Textured Stripe Knit Polo Shirt,polo,\Highlights Fit: Slim Design Detail: Textured stripe Fabric: Flat Knit Material Composition: 48% Polyester 35% Viscose 17% Nylon Model's Body Measurements Height: 6'0 Chest: 37 Waist: 31 Hips: 35 Mode,"{""polyester"": 48.0, ""viscose"": 35.0, ""nylon"": 17.0}",polyester,35.0,low,philippine,PH,https://www.memofashion.com/products/textured-stripe-knit-polo-shirt-993456,2026-06-26T04:51:40.017319,api
Memo,Polo with Collar Detail,polo,"Highlights Fit: Regular Design Details: Half Placket W/ Blanket Stitching, Collar W/ Blanket Stitching, Short Sleeves, Flat Knit Fabric, Sleeve Cuff, Hem Band Fabric: Flat Knit Material Composition: 1","{""viscose"": 100.0}",viscose,100.0,high,philippine,PH,https://www.memofashion.com/products/polo-with-collar-detail-993632,2026-06-26T04:51:40.018347,api
Memo,Textured T-Shirt,t-shirt,"Highlights Fit: Regular Design Details: Textured Knit Fabric, Side Slit Fabric: Ribbed Knit Material Composition: 75% Polyester 22% Cotton 3% Spandex Model's Body Measurements Height: 5'6 Chest: 30 Wa","{""polyester"": 75.0, ""cotton"": 22.0, ""elastane"": 3.0}",polyester,22.0,low,philippine,PH,https://www.memofashion.com/products/textured-t-shirt-991580,2026-06-26T04:51:40.164340,api
Memo,Striped Shirt with Gartered Hem,shirt,"Highlights Fit: Regular Design Details: Button Down Front Closure, Stripe Woven Fabric, Gartered Hem Band, Short Sleeves Fabric: Plain Weave Material Composition: 60% Polyester 40% Cotton Model's Body","{""polyester"": 60.0, ""cotton"": 40.0}",polyester,40.0,low,philippine,PH,https://www.memofashion.com/products/striped-shirt-with-gartered-hem-994169-camel,2026-06-26T04:51:40.022823,api
Memo,Button Down Shirt,shirt,"Highlights Fit: Regular Design Details: Collar Stand, Hidden Placket, Linen Fabric, Short Sleeves Fabric: Plain Weave Material Composition: Like: 97% Cotton 3% Spandex Model's Body Measurements Height","{""cotton"": 97.0, ""elastane"": 3.0}",cotton,97.0,high,philippine,PH,https://www.memofashion.com/products/button-down-shirt-994366-pink,2026-06-26T04:51:40.024003,api
Memo,Knit Culottes,knitwear,"Highlights Fit: Regular Design Details: Single Jersey Fabric, Garterized Back, Back Welt Pocket W/ Darts, Faux Front J-Stitch, Side Slit (Hem) Fabric: Interlock Material Composition: 58% Cotton 34% Po","{""cotton"": 58.0, ""polyester"": 34.0, ""elastane"": 8.0}",cotton,58.0,medium,philippine,PH,https://www.memofashion.com/products/knit-culottes-994693-cream,2026-06-26T04:51:40.024853,api
Memo,Zip-Up Short Sleeve Jacket,jacket,"Highlights Fit: Relaxed Design Details: Extended Sleeves, Interlock Fabric, Cut And Sew Panel, Full Front Zip Opening Fabric: Interlock Material Composition: 58% Cotton 34% Polyester 8% Elastane Model","{""cotton"": 58.0, ""polyester"": 34.0, ""elastane"": 8.0}",cotton,58.0,medium,philippine,PH,https://www.memofashion.com/products/zip-up-short-sleeve-jacket-993565-cream,2026-06-26T04:51:40.025978,api
Memo,Eyelet Hybrid Dress,dress,"Highlights Fit: Regular Design Details: Round Neck, Sleeveless, Hybrid Dress, Eyelet Skirt W/ Inner Lining Fabric: Interlock Material Composition: 46% Cotton 46% Polyester 8% Spandex Model's Body Meas","{""cotton"": 46.0, ""polyester"": 46.0, ""elastane"": 8.0}",cotton,46.0,low,philippine,PH,https://www.memofashion.com/products/eyelet-hybrid-dress-994761-white,2026-06-26T04:51:40.027000,api
Memo,Stripe Sleeveless Top,top,"Highlights Fit: Slim Design Details: Striped Flat knit Fabric, Tank top, Sleeveless, Round neck Fabric: Flat Knit Material Composition: 100% Viscose Model's Body Measurements Height: 5'7 Chest: 31.5 W","{""viscose"": 100.0}",viscose,100.0,high,philippine,PH,https://www.memofashion.com/products/stripe-sleeveless-top-994022-midnight-navy,2026-06-26T04:51:40.028025,api
Memo,Sleeveless Top,top,"Highlights Fit: Slim Design Details: Flat knit Fabric, Round neck, Sleeveless, Tank top Fabric: Flat Knit Material Composition: 100% Viscose Model's Body Measurements Height: 5'7 Chest: 31.5 Waist: 23","{""viscose"": 100.0}",viscose,100.0,high,philippine,PH,https://www.memofashion.com/products/sleeveless-top-994025-camel,2026-06-26T04:51:40.029068,api
Memo,Boxy Basic T-Shirt,t-shirt,"Highlights Fit: Regular Design Details: Neckband, Side Slit, Knit Fabric Fabric: Jersey Knit (Single Jersey) Material Composition: 95% Cotton 5% Spandex Model's Body Measurements Height: 5'7 Chest: 31","{""cotton"": 95.0, ""elastane"": 5.0}",cotton,95.0,high,philippine,PH,https://www.memofashion.com/products/boxy-basic-t-shirt-994364,2026-06-26T04:51:40.032474,api
Memo,Ripstop Nylon Coach Jacket,jacket,Highlights Fit: Regular Design Detail: Ripstop Fabric Fabric: Plain Weave Material Composition: 100% Nylon Model's Body Measurements Height: 6'0 Chest: 37 Waist: 31 Hips: 35 Model wears Large Product ,"{""nylon"": 100.0}",nylon,0.0,low,philippine,PH,https://www.memofashion.com/products/ripstop-nylon-coach-jacket-996063-blue,2026-06-26T04:51:40.033585,api
Memo,Striped Boxy T-Shirt,t-shirt,Highlights Fit: Boxy Design Details: Patch Pocket Fabric: Jersey Knit (Single Jersey) Material Composition: 100% Cotton Model's Body Measurements Height: 6'0 Chest: 37 Waist: 31 Hips: 35 Model wears L,"{""cotton"": 100.0}",cotton,100.0,high,philippine,PH,https://www.memofashion.com/products/striped-boxy-t-shirt-996079,2026-06-26T04:51:40.034745,api
Memo,Flexi Fit Trousers,pants,Highlights Fit: Tapered Design Detail: Elastic Waist with Hidden Adjuster Fabric: Twill Weave (Fine Twill) Material Composition: 98% Polyester 2% Spandex Waist Height: Mid Rise Stretch Detail: Stretch,"{""polyester"": 98.0, ""elastane"": 2.0}",polyester,0.0,low,philippine,PH,https://www.memofashion.com/products/flexi-fit-trousers-993975-stone,2026-06-26T04:51:40.038060,api
Memo,Two Pocket Shirt,shirt,"Highlights Fit: Regular Design Details: Woven Fabric, Box Pleat Pocket with Flap, Full Button Down, Sleeve Cuff, Back Yoke, Inverted Pleat Fabric: Plain Weave Material Composition: 96% Polyester 4% Sp","{""polyester"": 96.0, ""elastane"": 4.0}",polyester,0.0,low,philippine,PH,https://www.memofashion.com/products/two-pocket-shirt-993833-ivory,2026-06-26T04:51:40.039209,api
Memo,Covered Placket Shirt Dress,dress,"Highlights Fit: Regular Design Details: Self fab waist string, Collar w/ collar stand, Short sleeves, Hidden front placket front closure, Back yoke w/ pleat, Side slit pockets Fabric: Plain Weave Mate","{""cotton"": 97.0, ""elastane"": 3.0}",cotton,97.0,high,philippine,PH,https://www.memofashion.com/products/covered-placket-shirt-dress-994040-pink,2026-06-26T04:51:40.040446,api
Memo,Straight Leg Trousers,pants,"Highlights Fit: Regular Design Details: Straight cut fit, Side Slit Pockets, Functional zipper fly w/ button closure, Gartered back Fabric: Plain Weave Material Composition: Like: 97% Cotton 3% Spande","{""cotton"": 97.0, ""elastane"": 3.0}",cotton,97.0,high,philippine,PH,https://www.memofashion.com/products/tapered-trousers-994211-ivory,2026-06-26T04:51:40.041354,api
Memo,T-Shirt with Striped Ribbing,t-shirt,"Highlights Fit: Regular Design Detail: Neckband Tipping, Owl Embroidery Fabric: Jersey Knit Material Composition: 100% Cotton Model's Body Measurements Height: 6'0 Chest: 37 Waist: 30 Hips: 34 Model w","{""cotton"": 100.0}",cotton,100.0,high,philippine,PH,https://www.memofashion.com/products/anti-bacterial-t-shirt-993155,2026-06-26T04:51:40.042536,api
Memo,Stripe Shirt Dress,dress,"Highlights Fit: Regular Design Details: Self Fab Waist String, Collar W/ Collar Stand, Short Sleeves, Hidden Front Placket Front Closure, Back Yoke W/ Pleat, Side Slit Pockets Fabric: Plain Weave Mate","{""polyester"": 60.0, ""cotton"": 40.0}",polyester,40.0,low,philippine,PH,https://www.memofashion.com/products/stripe-shirt-dress-994379-camel,2026-06-26T04:51:40.043723,api
Memo,Midi Skirt,skirt,"Highlights Fit: Regular Design Details: Woven Fabric, Inverted Pleats, Side Slit Pockets Fabric: Plain Weave Material Composition: Like: 97% Cotton 3% Spandex Waist Height: High Waist Stretch Detail: ","{""cotton"": 97.0, ""elastane"": 3.0}",cotton,97.0,high,philippine,PH,https://www.memofashion.com/products/midi-skirt-994976-white,2026-06-26T04:51:40.044466,api
Memo,Stripe A-Line Skirt,skirt,"Highlights Fit: Regular Design Details: Side Seam Pockets, Striped Fabric Fabric: Plain Weave Material Composition: 60% Polyester 40% Cotton Model's Body Measurements Height: 5'7 Chest: 31.5 Waist: 23","{""polyester"": 60.0, ""cotton"": 40.0}",polyester,40.0,low,philippine,PH,https://www.memofashion.com/products/stripe-a-line-skirt-994425-camel,2026-06-26T04:51:40.045358,api
Memo,T-Shirt with Textured Neck Ribbing,t-shirt,"Highlights Fit: Slim Design Details: Textured Neck Ribbing, Owl Embroidery Fabric: Single Jersey Material Composition: 60% Cotton 40% Polyester Model's Body Measurements Height: 6'0 Chest: 37 Waist: 3","{""cotton"": 60.0, ""polyester"": 40.0}",cotton,60.0,medium,philippine,PH,https://www.memofashion.com/products/t-shirt-with-textured-neck-ribbing-995990,2026-06-26T04:51:40.046586,api
